,Hotel Name,Hotel Price,Hotel Bedrooms,Hotel Summery,Hotel Update Date
258, Traditional Village House in pretty Laroque-des-AlberesLanguedoc-Roussillon, From £518 /Week," House, Bedroom(s): 3, Sleeps: 6"," A traditional stone-faced village house, typical of the area and in the heart of the friendly village of Laroque des Alberes, within easy reach of Perpignan, the Mediterranean beaches and Spain.", ID#: 1255 |  Last update: 02-Nov-2021
259," Sea views, 25m to the beach, perfect for families & couplesBrittany", From £550 /Week," Gite, Bedroom(s): 2, Sleeps: 5"," Balcony with seaviews, 25m from an unspoiled beach, local towns steeped in rich history and plenty of holiday adventures to be had. Close to surfing, birdwatching, cycle routes, golf and more.", ID#: 1321 |  Last update: 07-May-2022
260, Le Logis Sainte-TerrePoitou-Charentes," From £2,600 /Week"," Farmhouse, Bedroom(s): 4, Sleeps: 8"," The property is a converted barn, a beautiful old stone property in the grounds of a 16th Century logis.
It has a private garden that overlooks the countryside.", ID#: 1309 |  Last update: 19-May-2022
261, Gites de Camors - 3 FarmhousesBrittany, From £260 /Night," Gite, Bedroom(s): 7, Sleeps: 15", Our 17th century 3 Farmhouses have been tastefully restored using local materials. All are fully equipped with all the home comforts and appliances that you might need for your well deserved holiday., ID#: 1307 |  Last update: 09-Feb-2022
262, La Belle Etoile-La GrangePays de la Loire, From £550 /Week," Gite, Bedroom(s): 2, Sleeps: 4", Contemporary barn conversion in a quiet village with spectacular views over the countryside of the valley of the Vienne. A perfect holiday location to explore the historic area of the Loire Valley, ID#: 1279 |  Last update: 10-Mar-2022
263, Le Pont des Camisards - in the heart of the CevennesLanguedoc-Roussillon, From £400 /Week," House, Bedroom(s): 2, Sleeps: 5", The house is situated on the outskirts of the pretty village of Mialet. It overlooks the Gardon de Mialet river in the Cévennes. Mialet is between the historic towns of Anduze and St-Jean-du-Gard, ID#: 1253 |  Last update: 29-Mar-2021
264, Maison Bear- village house ideal for family fun and relaxation," From £1,276 /Week"," House, Bedroom(s): 6, Sleeps: 12"," Chez Bear, a striking Maison de Maitre in a Normandy village, ideal for fun family times with spacious indoor space and an enclosed garden. Close to beautiful beaches & interesting places to visit.", ID#: 1286 |  Last update: 14-Apr-2022
265, A beautiful character Aveyron gite with private heated swimming poolMidi-Pyrenees, From £475 /Week," Gite, Bedroom(s): 2, Sleeps: 4"," Situated off the beaten track in a small hamlet yet only 5kms from the village of Rignac, La Fage is surrounded by beautiful open countryside thus being the perfect place to unwind, relax and explore.", ID#: 1293 |  Last update: 03-Apr-2022
266," Chez Goret Gites Gite Magic - luxurious, exclusive adult accommodationPoitou-Charentes", From £560 /Week," Gite, Bedroom(s): 1, Sleeps: 2", Gite Magic is a one bed luxury gite set in large secluded gardens which comes with use of a 10m x 4m pool with beautiful views over the surrounding valley providing an oasis of calm., ID#: 1322 |  Last update: 21-Jun-2022
267, Traditional Village House in pretty Laroque-des-AlberesLanguedoc-Roussillon, From £518 /Week," House, Bedroom(s): 3, Sleeps: 6"," A traditional stone-faced village house, typical of the area and in the heart of the friendly village of Laroque des Alberes, within easy reach of Perpignan, the Mediterranean beaches and Spain.", ID#: 1255 |  Last update: 02-Nov-2021
268," Sea views, 25m to the beach, perfect for families & couplesBrittany", From £550 /Week," Gite, Bedroom(s): 2, Sleeps: 5"," Balcony with seaviews, 25m from an unspoiled beach, local towns steeped in rich history and plenty of holiday adventures to be had. Close to surfing, birdwatching, cycle routes, golf and more.", ID#: 1321 |  Last update: 07-May-2022
269," Chez  Bear - ideal for family fun, relaxation and exciting days out.Lower-Normandy", From £847 /Week," Gite, Bedroom(s): 4, Sleeps: 8"," Chez Bear is a character village property in Normandy, ideal for fun family times with spacious indoor and outdoor accommodation close to beautiful beaches & interesting places to visit", ID#: 1267 |  Last update: 14-Apr-2022
270, Gites de Camors - 3 FarmhousesBrittany, From £260 /Night," Gite, Bedroom(s): 7, Sleeps: 15", Our 17th century 3 Farmhouses have been tastefully restored using local materials. All are fully equipped with all the home comforts and appliances that you might need for your well deserved holiday., ID#: 1307 |  Last update: 09-Feb-2022
271, La Belle Etoile-La GrangePays de la Loire, From £550 /Week," Gite, Bedroom(s): 2, Sleeps: 4", Contemporary barn conversion in a quiet village with spectacular views over the countryside of the valley of the Vienne. A perfect holiday location to explore the historic area of the Loire Valley, ID#: 1279 |  Last update: 10-Mar-2022
272, Le Pont des Camisards - in the heart of the CevennesLanguedoc-Roussillon, From £400 /Week," House, Bedroom(s): 2, Sleeps: 5", The house is situated on the outskirts of the pretty village of Mialet. It overlooks the Gardon de Mialet river in the Cévennes. Mialet is between the historic towns of Anduze and St-Jean-du-Gard, ID#: 1253 |  Last update: 29-Mar-2021
273, Maison Bear- village house ideal for family fun and relaxation," From £1,276 /Week"," House, Bedroom(s): 6, Sleeps: 12"," Chez Bear, a striking Maison de Maitre in a Normandy village, ideal for fun family times with spacious indoor space and an enclosed garden. Close to beautiful beaches & interesting places to visit.", ID#: 1286 |  Last update: 14-Apr-2022
274, A beautiful character Aveyron gite with private heated swimming poolMidi-Pyrenees, From £475 /Week," Gite, Bedroom(s): 2, Sleeps: 4"," Situated off the beaten track in a small hamlet yet only 5kms from the village of Rignac, La Fage is surrounded by beautiful open countryside thus being the perfect place to unwind, relax and explore.", ID#: 1293 |  Last update: 03-Apr-2022
275," Chez Goret Gites Gite Magic - luxurious, exclusive adult accommodationPoitou-Charentes", From £560 /Week," Gite, Bedroom(s): 1, Sleeps: 2", Gite Magic is a one bed luxury gite set in large secluded gardens which comes with use of a 10m x 4m pool with beautiful views over the surrounding valley providing an oasis of calm., ID#: 1322 |  Last update: 21-Jun-2022
276, Traditional Village House in pretty Laroque-des-AlberesLanguedoc-Roussillon, From £518 /Week," House, Bedroom(s): 3, Sleeps: 6"," A traditional stone-faced village house, typical of the area and in the heart of the friendly village of Laroque des Alberes, within easy reach of Perpignan, the Mediterranean beaches and Spain.", ID#: 1255 |  Last update: 02-Nov-2021
277," Sea views, 25m to the beach, perfect for families & couplesBrittany", From £550 /Week," Gite, Bedroom(s): 2, Sleeps: 5"," Balcony with seaviews, 25m from an unspoiled beach, local towns steeped in rich history and plenty of holiday adventures to be had. Close to surfing, birdwatching, cycle routes, golf and more.", ID#: 1321 |  Last update: 07-May-2022
278," Chez  Bear - ideal for family fun, relaxation and exciting days out.Lower-Normandy", From £847 /Week," Gite, Bedroom(s): 4, Sleeps: 8"," Chez Bear is a character village property in Normandy, ideal for fun family times with spacious indoor and outdoor accommodation close to beautiful beaches & interesting places to visit", ID#: 1267 |  Last update: 14-Apr-2022
279, A charming 4 bed house with lovely garden in peaceful countryside.Brittany, From £609 /Week," House, Bedroom(s): 4, Sleeps: 9"," In a quiet rural setting in the commune of GUILLAC. A partly converted pig barn,it sleeps up to 9. Near to medieval JOSSELIN and busy PLOERMEL with large supermarkets, shops, cafes and restaurants.", ID#: 1288 |  Last update: 22-Jun-2022
280, La Belle Etoile-La GrangePays de la Loire, From £550 /Week," Gite, Bedroom(s): 2, Sleeps: 4", Contemporary barn conversion in a quiet village with spectacular views over the countryside of the valley of the Vienne. A perfect holiday location to explore the historic area of the Loire Valley, ID#: 1279 |  Last update: 10-Mar-2022
281, Le Pont des Camisards - in the heart of the CevennesLanguedoc-Roussillon, From £400 /Week," House, Bedroom(s): 2, Sleeps: 5", The house is situated on the outskirts of the pretty village of Mialet. It overlooks the Gardon de Mialet river in the Cévennes. Mialet is between the historic towns of Anduze and St-Jean-du-Gard, ID#: 1253 |  Last update: 29-Mar-2021
282, Maison Bear- village house ideal for family fun and relaxation," From £1,276 /Week"," House, Bedroom(s): 6, Sleeps: 12"," Chez Bear, a striking Maison de Maitre in a Normandy village, ideal for fun family times with spacious indoor space and an enclosed garden. Close to beautiful beaches & interesting places to visit.", ID#: 1286 |  Last update: 14-Apr-2022
283, A beautiful character Aveyron gite with private heated swimming poolMidi-Pyrenees, From £475 /Week," Gite, Bedroom(s): 2, Sleeps: 4"," Situated off the beaten track in a small hamlet yet only 5kms from the village of Rignac, La Fage is surrounded by beautiful open countryside thus being the perfect place to unwind, relax and explore.", ID#: 1293 |  Last update: 03-Apr-2022
284," Chez Goret Gites Gite Magic - luxurious, exclusive adult accommodationPoitou-Charentes", From £560 /Week," Gite, Bedroom(s): 1, Sleeps: 2", Gite Magic is a one bed luxury gite set in large secluded gardens which comes with use of a 10m x 4m pool with beautiful views over the surrounding valley providing an oasis of calm., ID#: 1322 |  Last update: 21-Jun-2022
285, Traditional Village House in pretty Laroque-des-AlberesLanguedoc-Roussillon, From £518 /Week," House, Bedroom(s): 3, Sleeps: 6"," A traditional stone-faced village house, typical of the area and in the heart of the friendly village of Laroque des Alberes, within easy reach of Perpignan, the Mediterranean beaches and Spain.", ID#: 1255 |  Last update: 02-Nov-2021
286," Sea views, 25m to the beach, perfect for families & couplesBrittany", From £550 /Week," Gite, Bedroom(s): 2, Sleeps: 5"," Balcony with seaviews, 25m from an unspoiled beach, local towns steeped in rich history and plenty of holiday adventures to be had. Close to surfing, birdwatching, cycle routes, golf and more.", ID#: 1321 |  Last update: 07-May-2022
287," Chez  Bear - ideal for family fun, relaxation and exciting days out.Lower-Normandy", From £847 /Week," Gite, Bedroom(s): 4, Sleeps: 8"," Chez Bear is a character village property in Normandy, ideal for fun family times with spacious indoor and outdoor accommodation close to beautiful beaches & interesting places to visit", ID#: 1267 |  Last update: 14-Apr-2022
288, A charming 4 bed house with lovely garden in peaceful countryside.Brittany, From £609 /Week," House, Bedroom(s): 4, Sleeps: 9"," In a quiet rural setting in the commune of GUILLAC. A partly converted pig barn,it sleeps up to 9. Near to medieval JOSSELIN and busy PLOERMEL with large supermarkets, shops, cafes and restaurants.", ID#: 1288 |  Last update: 22-Jun-2022
289," The Cave, traditional cottage in village centerBrittany", From £375 /Week," Gite, Bedroom(s): 2, Sleeps: 4"," In a quiet residential village center, traditional cottage with lovely commun garden (3 gites) and private outside sitting dining areas to enjoy barbecues during the summer evenings.", ID#: 1275 |  Last update: 10-Jun-2022
290, Le Pont des Camisards - in the heart of the CevennesLanguedoc-Roussillon, From £400 /Week," House, Bedroom(s): 2, Sleeps: 5", The house is situated on the outskirts of the pretty village of Mialet. It overlooks the Gardon de Mialet river in the Cévennes. Mialet is between the historic towns of Anduze and St-Jean-du-Gard, ID#: 1253 |  Last update: 29-Mar-2021
291, Maison Bear- village house ideal for family fun and relaxation," From £1,276 /Week"," House, Bedroom(s): 6, Sleeps: 12"," Chez Bear, a striking Maison de Maitre in a Normandy village, ideal for fun family times with spacious indoor space and an enclosed garden. Close to beautiful beaches & interesting places to visit.", ID#: 1286 |  Last update: 14-Apr-2022
292, A beautiful character Aveyron gite with private heated swimming poolMidi-Pyrenees, From £475 /Week," Gite, Bedroom(s): 2, Sleeps: 4"," Situated off the beaten track in a small hamlet yet only 5kms from the village of Rignac, La Fage is surrounded by beautiful open countryside thus being the perfect place to unwind, relax and explore.", ID#: 1293 |  Last update: 03-Apr-2022
